OrderDate,StockDate,OrderNumber,OrderQuantity,ProductKey,AccountKey,TerritoryKey,OrderLineItem
01.02.2024,11.01.2022,SO61329,2,530,27065,4,2
01.02.2024,09.06.2022,SO61329,1,214,27065,4,3
01.02.2024,12.11.2022,SO61348,3,530,23919,7,2
01.02.2024,11.06.2022,SO61348,2,462,23919,7,3
01.02.2024,10.10.2022,SO61348,2,541,23919,7,1
01.02.2024,10/21/2022,SO61363,2,477,29201,4,2
01.02.2024,09.06.2022,SO61363,2,479,29201,4,3
01.02.2024,9/30/2022,SO61363,1,570,29201,4,1
01.02.2024,10.02.2022,SO61344,2,528,17816,7,1
01.02.2024,09.05.2022,SO61344,2,536,17816,7,2
01.02.2024,09.11.2022,SO61344,1,480,17816,7,3
01.02.2024,10/24/2022,SO61368,1,220,11904,9,2
01.02.2024,12.12.2022,SO61368,1,576,11904,9,1
01.02.2024,9/15/2022,SO61371,1,606,27515,9,1
01.02.2024,9/23/2022,SO61357,3,536,14581,1,2
01.02.2024,09.04.2022,SO61357,2,462,14581,1,5
01.02.2024,10/28/2022,SO61357,2,528,14581,1,3
01.02.2024,11/21/2022,SO61357,1,215,14581,1,4
01.02.2024,11/17/2022,SO61357,1,587,14581,1,1
01.02.2024,11/14/2022,SO61326,3,484,16422,8,2
01.02.2024,11/27/2022,SO61326,1,377,16422,8,1
01.02.2024,09.08.2022,SO61356,1,590,14580,4,1
01.02.2024,11/27/2022,SO61354,2,223,12611,10,1
01.02.2024,9/16/2022,SO61353,2,485,16717,6,1
01.02.2024,09.09.2022,SO61353,1,214,16717,6,2
01.02.2024,09.11.2022,SO61353,1,471,16717,6,3
01.02.2024,9/13/2022,SO61338,2,528,16720,4,1
01.02.2024,11/25/2022,SO61338,1,215,16720,4,2
01.02.2024,9/14/2022,SO61336,2,482,19876,4,2
01.02.2024,09.05.2022,SO61336,1,474,19876,4,1
01.02.2024,9/17/2022,SO61341,2,485,16300,10,1
01.02.2024,9/25/2022,SO61341,1,229,16300,10,2
01.02.2024,9/26/2022,SO61321,3,466,14319,9,2
01.02.2024,11.06.2022,SO61321,1,235,14319,9,1
01.02.2024,11/30/2022,SO61350,1,214,11280,1,3
01.02.2024,12/14/2022,SO61350,1,528,11280,1,2
01.02.2024,10/20/2022,SO61350,1,537,11280,1,1
01.02.2024,09.12.2022,SO61314,1,483,11211,6,1
01.02.2024,9/22/2022,SO61346,2,477,16293,10,1
01.02.2024,12/15/2022,SO61360,2,528,12041,1,2
01.02.2024,9/25/2022,SO61360,1,220,12041,1,4
01.02.2024,12/17/2022,SO61360,1,235,12041,1,5
01.02.2024,09.10.2022,SO61360,1,358,12041,1,1
01.02.2024,10/19/2022,SO61360,1,537,12041,1,3
01.02.2024,10.04.2022,SO61317,2,485,17355,9,1
01.02.2024,10.10.2022,SO61322,3,480,12371,9,1
01.02.2024,11.08.2022,SO61322,1,483,12371,9,2
01.02.2024,10/20/2022,SO61318,2,485,18492,9,1
01.02.2024,9/20/2022,SO61318,1,215,18492,9,2
01.02.2024,10/16/2022,SO61327,2,223,15684,8,2
01.02.2024,09.05.2022,SO61327,1,214,15684,8,3
01.02.2024,11/16/2022,SO61327,1,358,15684,8,1
01.03.2024,11.12.2022,SO61400,2,528,14375,1,1
01.03.2024,10.12.2022,SO61400,1,215,14375,1,2
01.03.2024,11/18/2022,SO61386,2,480,27609,4,3
01.03.2024,12.08.2022,SO61386,2,530,27609,4,2
01.03.2024,9/20/2022,SO61386,2,541,27609,4,1
01.03.2024,12/14/2022,SO61377,2,223,18199,9,1
01.03.2024,10/28/2022,SO61373,2,478,11122,9,1
01.03.2024,10/19/2022,SO61398,1,528,23368,6,1
01.03.2024,11.08.2022,SO61420,2,223,13122,9,4
01.03.2024,9/21/2022,SO61420,2,485,13122,9,2
01.03.2024,10.04.2022,SO61420,1,362,13122,9,1
01.03.2024,9/18/2022,SO61420,1,487,13122,9,3
01.03.2024,12.05.2022,SO61419,1,387,24484,9,1
01.03.2024,10/25/2022,SO61425,1,214,13050,9,2
01.03.2024,10/31/2022,SO61425,1,579,13050,9,1
01.03.2024,9/28/2022,SO61376,2,484,13613,9,1
01.03.2024,9/27/2022,SO61413,2,477,11937,1,3
01.03.2024,10.04.2022,SO61413,2,478,11937,1,2
01.03.2024,12.09.2022,SO61413,1,362,11937,1,1
01.03.2024,12.03.2022,SO61416,3,477,17184,8,3
01.03.2024,11/28/2022,SO61416,2,479,17184,8,2
01.03.2024,10.11.2022,SO61416,1,214,17184,8,4
01.03.2024,12/13/2022,SO61416,1,573,17184,8,1
01.03.2024,11.02.2022,SO61415,2,485,12782,6,2
01.03.2024,09.12.2022,SO61415,1,223,12782,6,4
01.03.2024,10/15/2022,SO61415,1,232,12782,6,3
01.03.2024,10.05.2022,SO61415,1,356,12782,6,1
01.03.2024,11.01.2022,SO61394,3,464,16948,6,4
01.03.2024,11.09.2022,SO61394,2,478,16948,6,1
01.03.2024,10/18/2022,SO61394,1,215,16948,6,2
01.03.2024,10.05.2022,SO61394,1,229,16948,6,3
01.03.2024,9/30/2022,SO61410,2,484,14648,4,3
01.03.2024,09.11.2022,SO61410,2,485,14648,4,2
01.03.2024,9/26/2022,SO61410,1,362,14648,4,1
01.03.2024,12.10.2022,SO61379,3,529,16436,7,2
01.03.2024,12.02.2022,SO61379,1,220,16436,7,4
01.03.2024,11.06.2022,SO61379,1,377,16436,7,1
01.03.2024,9/29/2022,SO61379,1,540,16436,7,3
01.03.2024,11/14/2022,SO61372,2,484,12139,1,1
01.03.2024,11.06.2022,SO61404,3,485,16314,10,1
01.03.2024,10/13/2022,SO61404,1,232,16314,10,2
01.03.2024,10/21/2022,SO61388,3,535,14265,6,1
01.03.2024,10/26/2022,SO61388,1,480,14265,6,2
01.03.2024,11.10.2022,SO61407,3,529,20974,7,1
01.03.2024,12.06.2022,SO61407,2,480,20974,7,2
01.03.2024,10.10.2022,SO61407,1,483,20974,7,3
01.03.2024,11/15/2022,SO61380,2,480,15927,8,3
01.03.2024,12.06.2022,SO61380,1,362,15927,8,1
01.03.2024,10/26/2022,SO61380,1,537,15927,8,2
01.03.2024,9/21/2022,SO61418,2,529,24585,9,2
01.03.2024,11/20/2022,SO61418,2,539,24585,9,3
01.03.2024,12/14/2022,SO61418,1,215,24585,9,4
01.03.2024,11/22/2022,SO61418,1,385,24585,9,1
01.03.2024,11.05.2022,SO61389,1,540,25194,1,1
01.03.2024,9/18/2022,SO61409,3,528,15155,4,3
01.03.2024,10.11.2022,SO61409,2,481,15155,4,5
01.03.2024,09.06.2022,SO61409,2,485,15155,4,4
01.03.2024,10/19/2022,SO61409,1,360,15155,4,1
01.03.2024,10/18/2022,SO61409,1,537,15155,4,2
01.03.2024,10/29/2022,SO61385,2,480,11262,6,1
01.03.2024,12.09.2022,SO61385,2,484,11262,6,2
01.03.2024,10.02.2022,SO61399,2,528,15939,1,1
01.03.2024,10.05.2022,SO61399,1,215,15939,1,2
01.03.2024,10/22/2022,SO61387,3,530,28253,4,1
01.03.2024,11/29/2022,SO61387,1,223,28253,4,2
01.03.2024,10.10.2022,SO61381,1,362,12623,10,1
01.03.2024,11/18/2022,SO61381,1,537,12623,10,2
01.03.2024,9/23/2022,SO61395,2,477,17699,1,1
01.03.2024,12.12.2022,SO61395,2,484,17699,1,3
01.03.2024,12.08.2022,SO61395,1,487,17699,1,2
01.03.2024,11/14/2022,SO61427,1,606,27512,9,1
01.03.2024,12.09.2022,SO61374,1,215,13046,9,1
01.03.2024,9/18/2022,SO61382,2,477,15697,8,4
01.03.2024,10/22/2022,SO61382,2,478,15697,8,3
01.03.2024,10.06.2022,SO61382,2,485,15697,8,2
01.03.2024,12.11.2022,SO61382,1,362,15697,8,1
01.03.2024,9/14/2022,SO61391,2,530,16497,6,2
01.03.2024,11.07.2022,SO61391,2,541,16497,6,1
01.03.2024,11.11.2022,SO61401,2,223,20740,6,2
01.03.2024,11.11.2022,SO61401,2,485,20740,6,1
01.03.2024,10/28/2022,SO61401,1,226,20740,6,3
01.03.2024,10/24/2022,SO61375,1,215,13150,9,1
01.03.2024,9/29/2022,SO61383,3,485,14429,10,2
01.03.2024,12/18/2022,SO61383,1,356,14429,10,1
01.03.2024,11/20/2022,SO61383,1,487,14429,10,3
01.03.2024,12.02.2022,SO61417,1,387,17734,9,1
01.03.2024,10/31/2022,SO61397,2,477,25002,6,1
01.03.2024,9/17/2022,SO61414,1,220,14449,1,2
01.03.2024,10.12.2022,SO61414,1,354,14449,1,1
01.03.2024,11.12.2022,SO61423,2,529,13559,8,2
01.03.2024,11/19/2022,SO61423,2,538,13559,8,3
01.03.2024,10/25/2022,SO61423,1,220,13559,8,4
01.03.2024,9/19/2022,SO61423,1,606,13559,8,1
01.03.2024,10.10.2022,SO61426,2,477,27500,9,3
01.03.2024,11/24/2022,SO61426,2,479,27500,9,2
01.03.2024,10.09.2022,SO61426,1,214,27500,9,4
01.03.2024,10/19/2022,SO61426,1,606,27500,9,1
01.03.2024,10.03.2022,SO61392,2,535,26687,1,1
01.03.2024,12.06.2022,SO61406,2,528,21522,7,1
01.03.2024,11/22/2022,SO61406,2,536,21522,7,2
01.03.2024,9/30/2022,SO61406,1,215,21522,7,3
01.03.2024,11.01.2022,SO61406,1,488,21522,7,4
01.03.2024,10.06.2022,SO61412,2,223,12079,4,6
01.03.2024,11.04.2022,SO61412,2,477,12079,4,5
01.03.2024,11/19/2022,SO61412,2,478,12079,4,4
01.03.2024,09.08.2022,SO61412,2,485,12079,4,3
01.03.2024,10/24/2022,SO61412,1,362,12079,4,1
01.03.2024,11.01.2022,SO61412,1,488,12079,4,7
01.03.2024,10/16/2022,SO61412,1,537,12079,4,2
01.03.2024,11/15/2022,SO61408,2,529,26915,10,1
01.03.2024,9/26/2022,SO61408,1,487,26915,10,2
01.03.2024,10.02.2022,SO61378,2,223,18270,9,1
01.03.2024,11/21/2022,SO61396,2,477,25328,6,1
01.03.2024,11/18/2022,SO61396,1,220,25328,6,2
01.03.2024,10/27/2022,SO61396,1,235,25328,6,3
01.03.2024,12.02.2022,SO61422,2,530,12986,6,2
01.03.2024,10/13/2022,SO61422,1,220,12986,6,4
01.03.2024,10.11.2022,SO61422,1,541,12986,6,3
01.03.2024,12/14/2022,SO61422,1,563,12986,6,1
01.03.2024,9/16/2022,SO61390,2,541,27458,4,1
01.03.2024,10/13/2022,SO61390,1,220,27458,4,3
01.03.2024,10/27/2022,SO61390,1,530,27458,4,2
01.03.2024,9/20/2022,SO61384,3,529,11086,4,1
01.03.2024,11/13/2022,SO61384,1,232,11086,4,2
01.03.2024,12.07.2022,SO61402,3,466,14254,4,3
01.03.2024,12/15/2022,SO61402,2,485,14254,4,1
01.03.2024,9/26/2022,SO61402,1,220,14254,4,2
01.03.2024,12.06.2022,SO61393,3,529,16085,6,2
01.03.2024,11/26/2022,SO61393,1,214,16085,6,3
01.03.2024,12.08.2022,SO61393,1,540,16085,6,1
01.03.2024,10.03.2022,SO61424,1,220,22674,8,2
01.03.2024,10/17/2022,SO61424,1,606,22674,8,1
01.03.2024,10/13/2022,SO61405,2,484,16943,8,3
01.03.2024,12.04.2022,SO61405,2,528,16943,8,2
01.03.2024,12.02.2022,SO61405,2,535,16943,8,1
01.03.2024,11.12.2022,SO61421,2,223,13284,6,1
01.03.2024,10.07.2022,SO61421,1,576,13284,6,2
01.03.2024,11.11.2022,SO61403,2,528,14942,7,1
01.04.2024,09.11.2022,SO61460,2,528,15442,7,1
01.04.2024,10/23/2022,SO61460,2,535,15442,7,2
01.04.2024,9/27/2022,SO61460,1,473,15442,7,3
01.04.2024,11.04.2022,SO61435,2,223,17250,9,2
01.04.2024,12.07.2022,SO61435,1,488,17250,9,1
01.04.2024,10/20/2022,SO61455,2,466,11215,6,2
01.04.2024,11/16/2022,SO61455,1,474,11215,6,1
01.04.2024,9/21/2022,SO61453,2,477,15572,6,1
01.04.2024,10.04.2022,SO61453,2,478,15572,6,2
01.04.2024,10.04.2022,SO61453,1,215,15572,6,3
01.04.2024,12.08.2022,SO61475,1,220,13366,6,2
01.04.2024,11/28/2022,SO61475,1,562,13366,6,1
01.04.2024,09.09.2022,SO61436,2,477,16016,9,3
01.04.2024,11/26/2022,SO61436,2,479,16016,9,4
01.04.2024,11/17/2022,SO61436,2,530,16016,9,1
01.04.2024,12.11.2022,SO61436,2,541,16016,9,2
01.04.2024,10/19/2022,SO61469,1,560,16424,7,1
01.04.2024,11.09.2022,SO61471,2,462,17730,9,4
01.04.2024,11/28/2022,SO61471,2,529,17730,9,3
01.04.2024,10.11.2022,SO61471,1,389,17730,9,1
01.04.2024,10/16/2022,SO61471,1,539,17730,9,2
01.04.2024,09.10.2022,SO61432,3,536,16710,9,1
01.04.2024,10.08.2022,SO61432,2,480,16710,9,3
01.04.2024,10/26/2022,SO61432,2,528,16710,9,2
01.04.2024,12/13/2022,SO61446,1,462,16506,6,3
01.04.2024,12.02.2022,SO61446,1,529,16506,6,2
01.04.2024,11/26/2022,SO61446,1,540,16506,6,1
01.04.2024,10/22/2022,SO61444,2,480,11125,9,3
01.04.2024,9/14/2022,SO61444,2,528,11125,9,2
01.04.2024,10.10.2022,SO61444,2,535,11125,9,1
01.04.2024,9/22/2022,SO61452,2,480,13144,6,2
01.04.2024,11.05.2022,SO61452,2,536,13144,6,1
01.04.2024,12/15/2022,SO61458,1,480,25157,6,2
01.04.2024,9/17/2022,SO61458,1,528,25157,6,1
01.04.2024,11.04.2022,SO61464,2,485,13229,1,1
01.04.2024,10/20/2022,SO61466,3,480,14464,4,3
01.04.2024,11.07.2022,SO61466,1,354,14464,4,1
01.04.2024,10.04.2022,SO61466,1,537,14464,4,2
01.04.2024,10.08.2022,SO61478,2,481,20394,1,3
01.04.2024,12.09.2022,SO61478,2,529,20394,1,2
01.04.2024,10.03.2022,SO61478,2,539,20394,1,4
01.04.2024,10.03.2022,SO61478,1,385,20394,1,1
01.04.2024,12.09.2022,SO61445,2,480,18314,6,2
01.04.2024,12/18/2022,SO61445,2,538,18314,6,1
01.04.2024,10/24/2022,SO61442,1,362,15700,7,1
01.04.2024,10/24/2022,SO61442,1,537,15700,7,2
01.04.2024,9/13/2022,SO61454,2,477,14265,6,1
01.04.2024,9/22/2022,SO61454,2,478,14265,6,2
01.04.2024,9/20/2022,SO61454,1,487,14265,6,3
01.04.2024,12.05.2022,SO61443,1,490,11078,6,1
01.04.2024,09.09.2022,SO61433,2,480,16625,9,3
01.04.2024,12.01.2022,SO61433,2,484,16625,9,4
01.04.2024,9/20/2022,SO61433,2,528,16625,9,2
01.04.2024,12.05.2022,SO61433,2,536,16625,9,1
01.04.2024,11.09.2022,SO61465,3,223,19719,4,4
01.04.2024,10/19/2022,SO61465,2,485,19719,4,2
01.04.2024,11/21/2022,SO61465,1,220,19719,4,3
01.04.2024,12.08.2022,SO61465,1,490,19719,4,5
01.04.2024,10/30/2022,SO61465,1,598,19719,4,1
01.04.2024,11/29/2022,SO61434,2,223,23646,9,2
01.04.2024,12/15/2022,SO61434,2,477,23646,9,1
01.04.2024,09.06.2022,SO61473,2,478,13135,9,2
01.04.2024,10.03.2022,SO61473,1,358,13135,9,1
01.04.2024,12/16/2022,SO61448,2,536,23561,1,1
01.04.2024,10/30/2022,SO61430,1,215,11253,6,1
01.04.2024,10/23/2022,SO61472,2,480,13123,9,2
01.04.2024,11.07.2022,SO61472,1,358,13123,9,1
01.04.2024,10/23/2022,SO61474,1,569,29221,4,1
01.04.2024,10/17/2022,SO61429,2,529,20616,9,2
01.04.2024,11/13/2022,SO61429,1,214,20616,9,4
01.04.2024,12.09.2022,SO61429,1,371,20616,9,1
01.04.2024,10.09.2022,SO61429,1,540,20616,9,3
01.04.2024,12/13/2022,SO61459,2,528,14536,7,1
01.04.2024,12/20/2022,SO61459,1,472,14536,7,2
01.04.2024,10/26/2022,SO61428,2,480,20615,9,4
01.04.2024,9/18/2022,SO61428,2,529,20615,9,2
01.04.2024,9/23/2022,SO61428,1,379,20615,9,1
01.04.2024,11/20/2022,SO61428,1,540,20615,9,3
01.04.2024,9/30/2022,SO61439,1,226,21071,10,2
01.04.2024,11/25/2022,SO61439,1,580,21071,10,1
01.04.2024,10/21/2022,SO61461,2,462,12444,6,4
01.04.2024,11.05.2022,SO61461,2,528,12444,6,1
01.04.2024,10.06.2022,SO61461,1,235,12444,6,3
01.04.2024,12.03.2022,SO61461,1,537,12444,6,2
01.04.2024,9/24/2022,SO61450,2,480,22775,4,3
01.04.2024,12.11.2022,SO61450,2,528,22775,4,2
01.04.2024,9/19/2022,SO61450,1,536,22775,4,1
01.04.2024,12.10.2022,SO61470,3,541,13600,10,3
01.04.2024,11.01.2022,SO61470,2,223,13600,10,5
01.04.2024,10/29/2022,SO61470,2,530,13600,10,2
01.04.2024,10.12.2022,SO61470,1,214,13600,10,4
01.04.2024,11/23/2022,SO61470,1,562,13600,10,1
